"Päällyste","Vuosi","Tiedot","Alue","Yhteensä","Valtatie","Kantatie","Seututie","Yhdystie","Lauttaväli"
"Kestopäällyste","2025","Tiepituus","  Uusikaupunki",65,.,15,38,12,.
"Kestopäällyste","2025","Tiepituus","Vehmaa",27,.,.,23,5,.
"Kestopäällyste","2025","Tiepituus","  Kemiönsaari",55,.,.,45,10,.
"Kestopäällyste","2025","Tiepituus","  Parainen",47,.,.,37,10,.
"Kestopäällyste","2025","Tiepituus","MK05 Kanta-Häme",1085,273,119,214,479,.
"Kestopäällyste","2025","Tiepituus","  Forssa",40,14,.,14,12,.
"Kestopäällyste","2025","Tiepituus","  Humppila",31,21,.,.,10,.
"Kestopäällyste","2025","Tiepituus","  Jokioinen",57,21,0,.,36,.
"Kestopäällyste","2025","Tiepituus","  Tammela",95,40,2,12,41,.
"Kestopäällyste","2025","Tiepituus","  Ypäjä",46,10,.,10,27,.
"Kestopäällyste","2025","Tiepituus","  Hattula",68,10,15,10,33,.
"Kestopäällyste","2025","Tiepituus","  Hämeenlinna",333,121,41,56,115,.
"Kestopäällyste","2025","Tiepituus","  Janakkala",146,24,.,58,64,.
"Kestopäällyste","2025","Tiepituus","  Hausjärvi",100,.,16,19,65,.
"Kestopäällyste","2025","Tiepituus","  Loppi",106,.,35,24,46,.
"Kestopäällyste","2025","Tiepituus","  Riihimäki",62,12,9,11,30,.
"Kestopäällyste","2025","Tiepituus","MK07 Päijät-Häme",941,285,64,286,307,.
"Kestopäällyste","2025","Tiepituus","  Asikkala",91,24,.,41,26,.
"Kestopäällyste","2025","Tiepituus","  Hartola",49,32,.,9,9,.
"Kestopäällyste","2025","Tiepituus","  Heinola",112,52,19,30,10,.
"Kestopäällyste","2025","Tiepituus","  Hollola",178,46,13,13,107,.
"Kestopäällyste","2025","Tiepituus","  Iitti",37,21,.,10,6,.
"Kestopäällyste","2025","Tiepituus","  Kärkölä",50,.,16,26,8,.
"Kestopäällyste","2025","Tiepituus","  Lahti",148,63,.,36,49,.
"Kestopäällyste","2025","Tiepituus","  Orimattila",166,14,.,85,67,.
"Kestopäällyste","2025","Tiepituus","  Padasjoki",65,27,16,.,22,.
"Kestopäällyste","2025","Tiepituus","  Sysmä",46,7,.,37,2,.
"Kestopäällyste","2025","Tiepituus","MK08 Kymenlaakso",806,270,41,312,184,.
"Kestopäällyste","2025","Tiepituus","  Hamina",108,53,.,39,16,.
"Kestopäällyste","2025","Tiepituus","  Kotka",87,29,.,32,26,.
"Kestopäällyste","2025","Tiepituus","  Miehikkälä",17,.,.,15,2,.
"Kestopäällyste","2025","Tiepituus","  Pyhtää",79,21,.,21,37,.
"Kestopäällyste","2025","Tiepituus","  Virolahti",84,31,.,33,20,.
"Kestopäällyste","2025","Tiepituus","  Kouvola",431,135,41,171,83,.
"Kestopäällyste","2025","Tiepituus","MK09 Etelä-Karjala",773,264,46,154,309,.
"Kestopäällyste","2025","Tiepituus","  Imatra",44,14,13,3,14,.
"Kestopäällyste","2025","Tiepituus","  Parikkala",70,49,.,.,21,.
"Kestopäällyste","2025","Tiepituus","  Rautjärvi",46,25,.,.,21,.
"Kestopäällyste","2025","Tiepituus","  Ruokolahti",82,10,34,.,38,.
"Kestopäällyste","2025","Tiepituus","  Lappeenranta",286,73,.,63,149,.
"Kestopäällyste","2025","Tiepituus","  Lemi",30,17,.,13,0,.
"Kestopäällyste","2025","Tiepituus","  Luumäki",100,54,.,12,35,.
"Kestopäällyste","2025","Tiepituus","  Savitaipale",75,22,.,45,8,.
"Kestopäällyste","2025","Tiepituus","  Taipalsaari",42,0,.,19,23,.
"Kestopäällyste","2025","Tiepituus","MK04 Satakunta",1085,395,136,190,363,.
"Kestopäällyste","2025","Tiepituus","  Jämijärvi",26,9,.,16,1,.
"Kestopäällyste","2025","Tiepituus","  Kankaanpää",117,24,53,21,18,.
"Kestopäällyste","2025","Tiepituus","  Karvia",31,.,.,31,0,.
"Kestopäällyste","2025","Tiepituus","  Siikainen",9,.,.,9,1,.
"Kestopäällyste","2025","Tiepituus","  Harjavalta",25,9,4,.,12,.
"Kestopäällyste","2025","Tiepituus","  Huittinen",93,45,20,14,14,.
"Kestopäällyste","2025","Tiepituus","  Kokemäki",58,21,.,.,37,.
"Kestopäällyste","2025","Tiepituus","  Merikarvia",66,33,.,21,12,.
"Kestopäällyste","2025","Tiepituus","  Nakkila",45,12,.,.,33,.
"Kestopäällyste","2025","Tiepituus","  Pomarkku",28,18,.,.,10,.
"Kestopäällyste","2025","Tiepituus","  Pori",186,80,17,28,60,.
"Kestopäällyste","2025","Tiepituus","  Ulvila",83,35,.,0,47,.
"Kestopäällyste","2025","Tiepituus","  Eura",96,18,41,8,30,.
"Kestopäällyste","2025","Tiepituus","  Eurajoki",72,31,.,.,41,.
"Kestopäällyste","2025","Tiepituus","  Rauma",74,47,.,1,26,.
"Kestopäällyste","2025","Tiepituus","  Säkylä",77,14,1,41,21,.
"Kestopäällyste","2025","Tiepituus","MK06 Pirkanmaa",2068,579,318,664,507,.
"Kestopäällyste","2025","Tiepituus","  Akaa",74,25,.,21,29,.
"Kestopäällyste","2025","Tiepituus","  Urjala",74,22,.,30,22,.
"Kestopäällyste","2025","Tiepituus","  Valkeakoski",97,13,.,59,24,.
"Kestopäällyste","2025","Tiepituus","  Punkalaidun",45,5,.,21,20,.
"Kestopäällyste","2025","Tiepituus","  Sastamala",241,74,32,86,49,.
"Kestopäällyste","2025","Tiepituus","  Ikaalinen",47,28,.,15,3,.
"Kestopäällyste","2025","Tiepituus","  Kihniö",25,21,.,.,4,.
"Kestopäällyste","2025","Tiepituus","  Parkano",111,65,.,29,17,.
"Kestopäällyste","2025","Tiepituus","  Hämeenkyrö",97,27,.,16,54,.
"Kestopäällyste","2025","Tiepituus","  Kangasala",159,34,21,69,35,.
"Kestopäällyste","2025","Tiepituus","  Kuhmoinen",36,35,.,.,1,.
"Kestopäällyste","2025","Tiepituus","  Lempäälä",94,23,.,38,33,.
"Kestopäällyste","2025","Tiepituus","  Nokia",81,46,.,.,35,.
"Kestopäällyste","2025","Tiepituus","  Orivesi",96,36,33,.,27,.
"Kestopäällyste","2025","Tiepituus","  Pirkkala",23,9,.,5,9,.
"Kestopäällyste","2025","Tiepituus","  Pälkäne",75,19,4,40,13,.
"Kestopäällyste","2025","Tiepituus","  Tampere",114,45,3,43,23,.
"Kestopäällyste","2025","Tiepituus","  Vesilahti",38,.,.,17,21,.
"Kestopäällyste","2025","Tiepituus","  Ylöjärvi",166,9,69,47,41,.
"Kestopäällyste","2025","Tiepituus","  Juupajoki",31,.,23,.,8,.
"Kestopäällyste","2025","Tiepituus","  Mänttä-Vilppula",108,.,15,78,16,.
"Kestopäällyste","2025","Tiepituus","  Ruovesi",96,.,46,42,8,.
"Kestopäällyste","2025","Tiepituus","  Virrat",140,43,71,9,17,.
"Kestopäällyste","2025","Tiepituus","MK13 Keski-Suomi",1698,647,274,490,288,.
"Kestopäällyste","2025","Tiepituus","  Joutsa",69,37,.,23,8,.
"Kestopäällyste","2025","Tiepituus","  Luhanka",9,.,.,9,.,.
"Kestopäällyste","2025","Tiepituus","  Hankasalmi",75,35,.,33,7,.
"Kestopäällyste","2025","Tiepituus","  Jyväskylä",245,95,.,79,70,.
"Kestopäällyste","2025","Tiepituus","  Laukaa",143,28,5,81,30,.
"Kestopäällyste","2025","Tiepituus","  Muurame",33,13,.,.,19,.
"Kestopäällyste","2025","Tiepituus","  Petäjävesi",43,31,.,10,2,.
"Kestopäällyste","2025","Tiepituus","  Toivakka",48,20,.,26,1,.
"Kestopäällyste","2025","Tiepituus","  Uurainen",53,3,.,44,6,.
"Kestopäällyste","2025","Tiepituus","  Jämsä",200,57,41,36,65,.
"Kestopäällyste","2025","Tiepituus","  Keuruu",122,55,38,7,22,.
"Kestopäällyste","2025","Tiepituus","  Multia",83,43,17,23,0,.
"Kestopäällyste","2025","Tiepituus","  Kannonkoski",47,.,23,24,0,.
"Kestopäällyste","2025","Tiepituus","  Karstula",72,22,41,8,1,.
"Kestopäällyste","2025","Tiepituus","  Kinnula",1,.,0,0,0,.
"Kestopäällyste","2025","Tiepituus","  Kivijärvi",4,.,4,.,.,.
"Kestopäällyste","2025","Tiepituus","  Kyyjärvi",49,39,4,.,6,.
"Kestopäällyste","2025","Tiepituus","  Pihtipudas",42,32,.,7,2,.
"Kestopäällyste","2025","Tiepituus","  Saarijärvi",110,35,9,51,14,.
"Kestopäällyste","2025","Tiepituus","  Viitasaari",88,45,39,1,2,.
"Kestopäällyste","2025","Tiepituus","  Konnevesi",43,.,36,6,1,.
"Kestopäällyste","2025","Tiepituus","  Äänekoski",123,56,16,21,30,.
"Kestopäällyste","2025","Tiepituus","MK14 Etelä-Pohjanmaa",1447,423,371,312,340,.
"Kestopäällyste","2025","Tiepituus","  Alajärvi",134,36,49,12,37,.
"Kestopäällyste","2025","Tiepituus","  Evijärvi",66,.,53,6,6,.
"Kestopäällyste","2025","Tiepituus","  Lappajärvi",25,3,14,8,0,.
"Kestopäällyste","2025","Tiepituus","  Soini",12,.,.,7,5,.
"Kestopäällyste","2025","Tiepituus","  Vimpeli",29,.,11,7,10,.
"Kestopäällyste","2025","Tiepituus","  Alavus",121,50,29,5,37,.
"Kestopäällyste","2025","Tiepituus","  Kuortane",44,.,30,14,1,.
"Kestopäällyste","2025","Tiepituus","  Ähtäri",59,32,24,0,3,.
"Kestopäällyste","2025","Tiepituus","  Ilmajoki",128,31,18,29,49,.
"Kestopäällyste","2025","Tiepituus","  Isokyrö",32,16,.,.,16,.
"Kestopäällyste","2025","Tiepituus","  Kauhava",149,42,35,37,34,.
"Kestopäällyste","2025","Tiepituus","  Kurikka",180,68,13,65,34,.
"Kestopäällyste","2025","Tiepituus","  Lapua",118,56,24,.,38,.
"Kestopäällyste","2025","Tiepituus","  Seinäjoki",206,89,13,66,38,.
"Kestopäällyste","2025","Tiepituus","  Isojoki",11,.,.,9,1,.
"Kestopäällyste","2025","Tiepituus","  Karijoki",13,.,.,9,4,.
"Kestopäällyste","2025","Tiepituus","  Kauhajoki",82,.,30,31,20,.
"Kestopäällyste","2025","Tiepituus","  Teuva",39,.,25,6,7,.
"Kestopäällyste","2025","Tiepituus","MK15 Pohjanmaa",1041,328,72,363,278,.
"Kestopäällyste","2025","Tiepituus","  Kruunupyy",92,34,11,31,16,.
"Kestopäällyste","2025","Tiepituus","  Luoto",32,.,3,18,10,.
"Kestopäällyste","2025","Tiepituus","  Pedersören kunta",101,18,29,50,4,.
"Kestopäällyste","2025","Tiepituus","  Pietarsaari",16,.,8,6,2,.
"Kestopäällyste","2025","Tiepituus","  Uusikaarlepyy",110,43,.,21,46,.
"Kestopäällyste","2025","Tiepituus","  Kaskinen",5,.,3,0,2,.
"Kestopäällyste","2025","Tiepituus","  Kristiinankaupunki",91,37,.,31,22,.
"Kestopäällyste","2025","Tiepituus","  Närpiö",125,47,17,20,41,.
"Kestopäällyste","2025","Tiepituus","  Korsnäs",31,.,.,24,7,.
"Kestopäällyste","2025","Tiepituus","  Laihia",45,38,.,3,5,.
"Kestopäällyste","2025","Tiepituus","  Maalahti",79,20,.,30,28,.
"Kestopäällyste","2025","Tiepituus","  Mustasaari",128,44,.,37,46,.
"Kestopäällyste","2025","Tiepituus","  Vaasa",86,19,.,40,27,.
"Kestopäällyste","2025","Tiepituus","  Vöyri",100,28,.,50,23,.
"Kestopäällyste","2025","Tiepituus","MK10 Etelä-Savo",1075,458,200,254,163,.
"Kestopäällyste","2025","Tiepituus","  Hirvensalmi",33,10,.,22,1,.
"Kestopäällyste","2025","Tiepituus","  Kangasniemi",79,46,.,30,3,.
"Kestopäällyste","2025","Tiepituus","  Mikkeli",287,140,85,6,57,.
"Kestopäällyste","2025","Tiepituus","  Mäntyharju",125,56,.,50,18,.
"Kestopäällyste","2025","Tiepituus","  Puumala",41,.,39,2,1,.
"Kestopäällyste","2025","Tiepituus","  Juva",97,57,.,15,26,.
"Kestopäällyste","2025","Tiepituus","  Pieksämäki",163,64,43,36,20,.
"Kestopäällyste","2025","Tiepituus","  Enonkoski",13,.,.,13,0,.
"Kestopäällyste","2025","Tiepituus","  Rantasalmi",75,18,.,52,5,.
"Kestopäällyste","2025","Tiepituus","  Savonlinna",155,67,33,27,27,.
"Kestopäällyste","2025","Tiepituus","  Sulkava",7,.,.,2,5,.
"Kestopäällyste","2025","Tiepituus","MK11 Pohjois-Savo",1336,457,305,378,196,.
"Kestopäällyste","2025","Tiepituus","  Kaavi",29,.,.,25,4,.
"Kestopäällyste","2025","Tiepituus","  Rautavaara",50,.,28,22,.,.
"Kestopäällyste","2025","Tiepituus","  Tuusniemi",45,30,.,14,1,.
"Kestopäällyste","2025","Tiepituus","  Kuopio",324,63,76,112,73,.
"Kestopäällyste","2025","Tiepituus","  Siilinjärvi",96,31,20,30,15,.
"Kestopäällyste","2025","Tiepituus","  Rautalampi",34,10,21,3,0,.
"Kestopäällyste","2025","Tiepituus","  Suonenjoki",97,39,20,23,15,.
"Kestopäällyste","2025","Tiepituus","  Tervo",18,.,.,17,0,.
"Kestopäällyste","2025","Tiepituus","  Vesanto",20,.,.,20,0,.
"Kestopäällyste","2025","Tiepituus","  Joroinen",74,43,.,12,19,.
"Kestopäällyste","2025","Tiepituus","  Leppävirta",101,69,.,26,6,.
"Kestopäällyste","2025","Tiepituus","  Varkaus",38,22,.,6,11,.
"Kestopäällyste","2025","Tiepituus","  Iisalmi",107,49,18,19,21,.
"Kestopäällyste","2025","Tiepituus","  Keitele",19,.,15,2,2,.
"Kestopäällyste","2025","Tiepituus","  Kiuruvesi",47,29,.,15,3,.
"Kestopäällyste","2025","Tiepituus","  Lapinlahti",65,34,.,23,9,.
"Kestopäällyste","2025","Tiepituus","  Pielavesi",46,.,33,10,3,.
"Kestopäällyste","2025","Tiepituus","  Sonkajärvi",74,36,31,.,6,.
"Kestopäällyste","2025","Tiepituus","  Vieremä",51,1,43,.,7,.
"Kestopäällyste","2025","Tiepituus","MK12 Pohjois-Karjala",1293,437,317,361,179,.
"Kestopäällyste","2025","Tiepituus","  Heinävesi",77,40,.,33,4,.
"Kestopäällyste","2025","Tiepituus","  Ilomantsi",56,.,17,40,0,.
"Kestopäällyste","2025","Tiepituus","  Joensuu",231,41,80,77,33,.
"Kestopäällyste","2025","Tiepituus","  Juuka",73,62,.,10,1,.
"Kestopäällyste","2025","Tiepituus","  Kontiolahti",105,45,21,.,39,.
"Kestopäällyste","2025","Tiepituus","  Liperi",130,51,.,64,15,.
"Kestopäällyste","2025","Tiepituus","  Outokumpu",52,26,.,23,3,.
"Kestopäällyste","2025","Tiepituus","  Polvijärvi",43,.,.,40,2,.
"Kestopäällyste","2025","Tiepituus","  Kitee",156,61,27,30,38,.
"Kestopäällyste","2025","Tiepituus","  Rääkkylä",16,.,.,12,4,.
"Kestopäällyste","2025","Tiepituus","  Tohmajärvi",103,52,.,21,30,.
"Kestopäällyste","2025","Tiepituus","  Lieksa",81,.,67,13,2,.
"Kestopäällyste","2025","Tiepituus","  Nurmes",172,60,106,.,6,.
"Kestopäällyste","2025","Tiepituus","MK16 Keski-Pohjanmaa",434,176,60,136,62,.
"Kestopäällyste","2025","Tiepituus","  Halsua",15,.,.,12,4,.
"Kestopäällyste","2025","Tiepituus","  Kaustinen",38,16,19,.,2,.
"Kestopäällyste","2025","Tiepituus","  Lestijärvi",10,.,.,10,.,.
"Kestopäällyste","2025","Tiepituus","  Perho",30,28,.,.,2,.
"Kestopäällyste","2025","Tiepituus","  Toholampi",63,.,23,37,3,.
"Kestopäällyste","2025","Tiepituus","  Veteli",78,31,.,45,2,.
"Kestopäällyste","2025","Tiepituus","  Kannus",51,23,4,12,11,.
"Kestopäällyste","2025","Tiepituus","  Kokkola",149,78,14,20,38,.
"Kestopäällyste","2025","Tiepituus","MK17 Pohjois-Pohjanmaa",2417,1096,386,525,411,.
"Kestopäällyste","2025","Tiepituus","  Haapavesi",116,13,7,61,36,.
"Kestopäällyste","2025","Tiepituus","  Pyhäntä",63,31,29,3,.,.
"Kestopäällyste","2025","Tiepituus","  Siikalatva",139,63,45,26,6,.
"Kestopäällyste","2025","Tiepituus","  Kuusamo",141,115,0,4,23,.
"Kestopäällyste","2025","Tiepituus","  Taivalkoski",68,61,.,7,1,.
"Kestopäällyste","2025","Tiepituus","  Haapajärvi",83,29,37,12,6,.
"Kestopäällyste","2025","Tiepituus","  Kärsämäki",82,59,10,0,12,.
"Kestopäällyste","2025","Tiepituus","  Nivala",65,54,.,3,8,.
"Kestopäällyste","2025","Tiepituus","  Pyhäjärvi",110,76,.,19,15,.
"Kestopäällyste","2025","Tiepituus","  Reisjärvi",30,.,23,.,7,.
"Kestopäällyste","2025","Tiepituus","  Hailuoto",0,.,.,0,.,.
"Kestopäällyste","2025","Tiepituus","  Kempele",39,9,.,16,15,.
"Kestopäällyste","2025","Tiepituus","  Liminka",89,39,15,15,20,.
"Kestopäällyste","2025","Tiepituus","  Lumijoki",13,4,.,8,1,.
"Kestopäällyste","2025","Tiepituus","  Muhos",45,26,.,6,13,.
"Kestopäällyste","2025","Tiepituus","  Oulu",342,103,.,149,91,.
"Kestopäällyste","2025","Tiepituus","  Tyrnävä",50,13,.,17,20,.
"Kestopäällyste","2025","Tiepituus","  Ii",77,45,.,15,18,.
"Kestopäällyste","2025","Tiepituus","  Pudasjärvi",128,84,27,15,2,.
"Kestopäällyste","2025","Tiepituus","  Utajärvi",46,30,.,15,1,.
"Kestopäällyste","2025","Tiepituus","  Vaala",49,38,.,4,8,.
"Kestopäällyste","2025","Tiepituus","  Pyhäjoki",25,24,.,0,0,.
"Kestopäällyste","2025","Tiepituus","  Raahe",142,31,79,12,19,.
"Kestopäällyste","2025","Tiepituus","  Siikajoki",75,19,22,29,6,.
"Kestopäällyste","2025","Tiepituus","  Alavieska",29,16,.,2,11,.
"Kestopäällyste","2025","Tiepituus","  Kalajoki",93,58,.,5,30,.
"Kestopäällyste","2025","Tiepituus","  Merijärvi",12,.,.,12,0,.
"Kestopäällyste","2025","Tiepituus","  Oulainen",68,.,27,24,18,.
"Kestopäällyste","2025","Tiepituus","  Sievi",95,31,32,30,2,.
"Kestopäällyste","2025","Tiepituus","  Ylivieska",101,26,35,18,23,.
"Kestopäällyste","2025","Tiepituus","MK18 Kainuu",692,323,128,130,111,.
"Kestopäällyste","2025","Tiepituus","  Kajaani",163,99,.,20,43,.
"Kestopäällyste","2025","Tiepituus","  Paltamo",83,63,12,.,9,.
"Kestopäällyste","2025","Tiepituus","  Ristijärvi",37,24,9,1,3,.
"Kestopäällyste","2025","Tiepituus","  Sotkamo",181,51,41,68,22,.
"Kestopäällyste","2025","Tiepituus","  Hyrynsalmi",35,22,.,5,7,.
"Kestopäällyste","2025","Tiepituus","  Kuhmo",82,.,52,25,5,.
"Kestopäällyste","2025","Tiepituus","  Puolanka",17,.,15,2,0,.
"Kestopäällyste","2025","Tiepituus","  Suomussalmi",94,64,.,8,22,.
"Kestopäällyste","2025","Tiepituus","MK19 Lappi",1882,886,598,258,140,.
"Kestopäällyste","2025","Tiepituus","  Kemijärvi",119,72,37,5,4,.
"Kestopäällyste","2025","Tiepituus","  Pelkosenniemi",14,9,.,4,0,.
"Kestopäällyste","2025","Tiepituus","  Posio",14,.,14,0,0,.
"Kestopäällyste","2025","Tiepituus","  Salla",39,0,23,15,0,.
"Kestopäällyste","2025","Tiepituus","  Savukoski",3,.,.,2,0,.
"Kestopäällyste","2025","Tiepituus","  Kemi",37,16,.,12,9,.
"Kestopäällyste","2025","Tiepituus","  Keminmaa",69,25,.,13,31,.
"Kestopäällyste","2025","Tiepituus","  Simo",70,22,.,42,6,.
"Kestopäällyste","2025","Tiepituus","  Tervola",53,43,.,3,7,.
"Kestopäällyste","2025","Tiepituus","  Tornio",116,57,.,39,19,.
"Kestopäällyste","2025","Tiepituus","  Inari",106,64,10,29,3,.
"Kestopäällyste","2025","Tiepituus","  Sodankylä",182,169,5,5,2,.
"Kestopäällyste","2025","Tiepituus","  Utsjoki",6,2,1,2,0,.
"Kestopäällyste","2025","Tiepituus","  Ranua",95,.,57,29,9,.
"Kestopäällyste","2025","Tiepituus","  Rovaniemi",378,114,219,15,30,.
"Kestopäällyste","2025","Tiepituus","  Pello",101,60,35,0,6,.
"Kestopäällyste","2025","Tiepituus","  Ylitornio",78,47,23,6,3,.
"Kestopäällyste","2025","Tiepituus","  Enontekiö",46,38,3,4,1,.
"Kestopäällyste","2025","Tiepituus","  Kittilä",175,.,152,22,1,.
"Kestopäällyste","2025","Tiepituus","  Kolari",82,60,11,9,3,.
"Kestopäällyste","2025","Tiepituus","  Muonio",99,88,8,0,3,.
"Kestopäällyste","2025","Tiepituus","Tuntematon",.,.,.,.,.,.
"Öljysora ja vastaava","2025","Tiepituus","MA1 MANNER-SUOMI",25596,445,1011,6637,17504,.
"Öljysora ja vastaava","2025","Tiepituus","MK01 Uusimaa",863,.,.,0,863,.
"Öljysora ja vastaava","2025","Tiepituus","  Espoo",5,.,.,.,5,.
"Öljysora ja vastaava","2025","Tiepituus","  Helsinki",.,.,.,.,.,.
"Öljysora ja vastaava","2025","Tiepituus","  Hyvinkää",30,.,.,.,30,.
"Öljysora ja vastaava","2025","Tiepituus","  Järvenpää",0,.,.,.,0,.
"Öljysora ja vastaava","2025","Tiepituus","  Karkkila",22,.,.,.,22,.
"Öljysora ja vastaava","2025","Tiepituus","  Kauniainen",.,.,.,.,.,.
"Öljysora ja vastaava","2025","Tiepituus","  Kerava",3,.,.,.,3,.
"Öljysora ja vastaava","2025","Tiepituus","  Kirkkonummi",10,.,.,.,10,.
"Öljysora ja vastaava","2025","Tiepituus","  Lohja",132,.,.,.,132,.
"Öljysora ja vastaava","2025","Tiepituus","  Mäntsälä",62,.,.,.,62,.
"Öljysora ja vastaava","2025","Tiepituus","  Nurmijärvi",54,.,.,.,54,.
"Öljysora ja vastaava","2025","Tiepituus","  Pornainen",3,.,.,.,3,.
"Öljysora ja vastaava","2025","Tiepituus","  Sipoo",32,.,.,.,32,.
"Öljysora ja vastaava","2025","Tiepituus","  Siuntio",41,.,.,.,41,.
"Öljysora ja vastaava","2025","Tiepituus","  Tuusula",18,.,.,.,18,.
"Öljysora ja vastaava","2025","Tiepituus","  Vantaa",.,.,.,.,.,.
"Öljysora ja vastaava","2025","Tiepituus","  Vihti",89,.,.,.,89,.
"Öljysora ja vastaava","2025","Tiepituus","  Lapinjärvi",17,.,.,0,17,.
"Öljysora ja vastaava","2025","Tiepituus","  Loviisa",86,.,.,.,86,.
"Öljysora ja vastaava","2025","Tiepituus","  Askola",36,.,.,.,36,.
"Öljysora ja vastaava","2025","Tiepituus","  Myrskylä",15,.,.,.,15,.
"Öljysora ja vastaava","2025","Tiepituus","  Porvoo",69,.,.,.,69,.
"Öljysora ja vastaava","2025","Tiepituus","  Pukkila",14,.,.,.,14,.
"Öljysora ja vastaava","2025","Tiepituus","  Hanko",18,.,.,.,18,.
"Öljysora ja vastaava","2025","Tiepituus","  Inkoo",17,.,.,.,17,.
"Öljysora ja vastaava","2025","Tiepituus","  Raasepori",93,.,.,.,93,.
"Öljysora ja vastaava","2025","Tiepituus","MK02 Varsinais-Suomi",1907,0,.,84,1823,.
"Öljysora ja vastaava","2025","Tiepituus","  Aura",25,.,.,10,14,.
"Öljysora ja vastaava","2025","Tiepituus","  Koski Tl",31,.,.,.,31,.
"Öljysora ja vastaava","2025","Tiepituus","  Loimaa",168,0,.,13,155,.
"Öljysora ja vastaava","2025","Tiepituus","  Marttila",28,.,.,.,28,.
"Öljysora ja vastaava","2025","Tiepituus","  Oripää",20,.,.,7,14,.
"Öljysora ja vastaava","2025","Tiepituus","  Pöytyä",92,.,.,13,79,.
"Öljysora ja vastaava","2025","Tiepituus","  Salo",356,.,.,.,356,.
"Öljysora ja vastaava","2025","Tiepituus","  Somero",107,.,.,0,106,.
"Öljysora ja vastaava","2025","Tiepituus","  Kaarina",22,.,.,.,22,.
"Öljysora ja vastaava","2025","Tiepituus","  Lieto",55,.,.,2,53,.
"Öljysora ja vastaava","2025","Tiepituus","  Masku",34,.,.,.,34,.
"Öljysora ja vastaava","2025","Tiepituus","  Mynämäki",84,.,.,.,84,.
"Öljysora ja vastaava","2025","Tiepituus","  Naantali",29,.,.,.,29,.
"Öljysora ja vastaava","2025","Tiepituus","  Nousiainen",49,.,.,.,49,.
"Öljysora ja vastaava","2025","Tiepituus","  Paimio",35,.,.,.,35,.
"Öljysora ja vastaava","2025","Tiepituus","  Raisio",3,.,.,.,3,.
"Öljysora ja vastaava","2025","Tiepituus","  Rusko",17,.,.,.,17,.
"Öljysora ja vastaava","2025","Tiepituus","  Sauvo",57,.,.,.,57,.
"Öljysora ja vastaava","2025","Tiepituus","  Turku",29,.,.,.,29,.
"Öljysora ja vastaava","2025","Tiepituus","  Kustavi",64,.,.,6,58,.
"Öljysora ja vastaava","2025","Tiepituus","  Laitila",81,.,.,4,78,.
"Öljysora ja vastaava","2025","Tiepituus","  Pyhäranta",34,.,.,6,28,.
"Öljysora ja vastaava","2025","Tiepituus","  Taivassalo",28,.,.,0,28,.
"Öljysora ja vastaava","2025","Tiepituus","  Uusikaupunki",92,.,.,.,92,.
"Öljysora ja vastaava","2025","Tiepituus","Vehmaa",31,.,.,.,31,.
"Öljysora ja vastaava","2025","Tiepituus","  Kemiönsaari",144,.,.,.,144,.
"Öljysora ja vastaava","2025","Tiepituus","  Parainen",192,.,.,22,170,.
"Öljysora ja vastaava","2025","Tiepituus","MK05 Kanta-Häme",659,.,5,67,587,.
"Öljysora ja vastaava","2025","Tiepituus","  Forssa",42,.,.,18,24,.
"Öljysora ja vastaava","2025","Tiepituus","  Humppila",16,.,.,4,12,.
"Öljysora ja vastaava","2025","Tiepituus","  Jokioinen",39,.,5,.,34,.
"Öljysora ja vastaava","2025","Tiepituus","  Tammela",87,.,.,17,70,.
"Öljysora ja vastaava","2025","Tiepituus","  Ypäjä",18,.,.,.,18,.
"Öljysora ja vastaava","2025","Tiepituus","  Hattula",39,.,.,.,39,.
"Öljysora ja vastaava","2025","Tiepituus","  Hämeenlinna",187,.,.,11,175,.
"Öljysora ja vastaava","2025","Tiepituus","  Janakkala",109,.,.,8,101,.
"Öljysora ja vastaava","2025","Tiepituus","  Hausjärvi",44,.,.,8,36,.
"Öljysora ja vastaava","2025","Tiepituus","  Loppi",70,.,.,.,70,.
"Öljysora ja vastaava","2025","Tiepituus","  Riihimäki",7,.,.,.,7,.
"Öljysora ja vastaava","2025","Tiepituus","MK07 Päijät-Häme",669,.,.,131,538,.
"Öljysora ja vastaava","2025","Tiepituus","  Asikkala",69,.,.,16,53,.
"Öljysora ja vastaava","2025","Tiepituus","  Hartola",48,.,.,17,30,.
"Öljysora ja vastaava","2025","Tiepituus","  Heinola",73,.,.,9,65,.
"Öljysora ja vastaava","2025","Tiepituus","  Hollola",57,.,.,4,53,.
"Öljysora ja vastaava","2025","Tiepituus","  Iitti",104,.,.,39,65,.
"Öljysora ja vastaava","2025","Tiepituus","  Kärkölä",39,.,.,.,39,.
"Öljysora ja vastaava","2025","Tiepituus","  Lahti",73,.,.,1,72,.
"Öljysora ja vastaava","2025","Tiepituus","  Orimattila",89,.,.,7,82,.
"Öljysora ja vastaava","2025","Tiepituus","  Padasjoki",53,.,.,.,53,.
"Öljysora ja vastaava","2025","Tiepituus","  Sysmä",64,.,.,39,25,.
"Öljysora ja vastaava","2025","Tiepituus","MK08 Kymenlaakso",462,.,.,73,388,.
"Öljysora ja vastaava","2025","Tiepituus","  Hamina",63,.,.,.,63,.
"Öljysora ja vastaava","2025","Tiepituus","  Kotka",13,.,.,.,13,.
"Öljysora ja vastaava","2025","Tiepituus","  Miehikkälä",49,.,.,19,30,.
